LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
TUR,CPI,TOT,AGRWTH,M,2013-01,7.3076539999999985
TUR,CPI,TOT,AGRWTH,M,2013-02,7.025403
TUR,CPI,TOT,AGRWTH,M,2013-03,7.290645
TUR,CPI,TOT,AGRWTH,M,2013-04,6.133784
TUR,CPI,TOT,AGRWTH,M,2013-05,6.514689
TUR,CPI,TOT,AGRWTH,M,2013-06,8.297519
TUR,CPI,TOT,AGRWTH,M,2013-07,8.884428999999997
TUR,CPI,TOT,AGRWTH,M,2013-08,8.168233
TUR,CPI,TOT,AGRWTH,M,2013-09,7.882438
TUR,CPI,TOT,AGRWTH,M,2013-10,7.711936
TUR,CPI,TOT,AGRWTH,M,2013-11,7.315695
TUR,CPI,TOT,AGRWTH,M,2013-12,7.400460000000002
TUR,CPI,TOT,AGRWTH,M,2014-01,7.751222999999999
TUR,CPI,TOT,AGRWTH,M,2014-02,7.889047
TUR,CPI,TOT,AGRWTH,M,2014-03,8.385505
TUR,CPI,TOT,AGRWTH,M,2014-04,9.38339
TUR,CPI,TOT,AGRWTH,M,2014-05,9.656018
TUR,CPI,TOT,AGRWTH,M,2014-06,9.163472
TUR,CPI,TOT,AGRWTH,M,2014-07,9.319367
TUR,CPI,TOT,AGRWTH,M,2014-08,9.536024
TUR,CPI,TOT,AGRWTH,M,2014-09,8.856236
TUR,CPI,TOT,AGRWTH,M,2014-10,8.962885
TUR,CPI,TOT,AGRWTH,M,2014-11,9.150728
TUR,CPI,TOT,AGRWTH,M,2014-12,8.169949
TUR,CPI,TOT,AGRWTH,M,2015-01,7.24073
TUR,CPI,TOT,AGRWTH,M,2015-02,7.546686999999999
TUR,CPI,TOT,AGRWTH,M,2015-03,7.6102539999999985
TUR,CPI,TOT,AGRWTH,M,2015-04,7.912800999999999
TUR,CPI,TOT,AGRWTH,M,2015-05,8.092989
TUR,CPI,TOT,AGRWTH,M,2015-06,7.2045270000000015
TUR,CPI,TOT,AGRWTH,M,2015-07,6.8141630000000015
TUR,CPI,TOT,AGRWTH,M,2015-08,7.140510000000001
TUR,CPI,TOT,AGRWTH,M,2015-09,7.946992999999999
TUR,CPI,TOT,AGRWTH,M,2015-10,7.5814309999999985
TUR,CPI,TOT,AGRWTH,M,2015-11,8.102242
TUR,CPI,TOT,AGRWTH,M,2015-12,8.808332
TUR,CPI,TOT,AGRWTH,M,2016-01,9.578758
TUR,CPI,TOT,AGRWTH,M,2016-02,8.777355
TUR,CPI,TOT,AGRWTH,M,2016-03,7.459938
TUR,CPI,TOT,AGRWTH,M,2016-04,6.565403
TUR,CPI,TOT,AGRWTH,M,2016-05,6.582327
TUR,CPI,TOT,AGRWTH,M,2016-06,7.6374710000000015
TUR,CPI,TOT,AGRWTH,M,2016-07,8.793408
TUR,CPI,TOT,AGRWTH,M,2016-08,8.045095
TUR,CPI,TOT,AGRWTH,M,2016-09,7.282125
TUR,CPI,TOT,AGRWTH,M,2016-10,7.159431
TUR,CPI,TOT,AGRWTH,M,2016-11,7.000521000000001
TUR,CPI,TOT,AGRWTH,M,2016-12,8.533056
TUR,CPI,TOT,AGRWTH,M,2017-01,9.218773
TUR,CPI,TOT,AGRWTH,M,2017-02,10.12829
TUR,CPI,TOT,AGRWTH,M,2017-03,11.29179
TUR,CPI,TOT,AGRWTH,M,2017-04,11.86962
TUR,CPI,TOT,AGRWTH,M,2017-05,11.72218
TUR,CPI,TOT,AGRWTH,M,2017-06,10.90108
TUR,CPI,TOT,AGRWTH,M,2017-07,9.788379
TUR,CPI,TOT,AGRWTH,M,2017-08,10.6793
TUR,CPI,TOT,AGRWTH,M,2017-09,11.1985
TUR,CPI,TOT,AGRWTH,M,2017-10,11.89886
TUR,CPI,TOT,AGRWTH,M,2017-11,12.98426
TUR,CPI,TOT,AGRWTH,M,2017-12,11.91974
TUR,CPI,TOT,AGRWTH,M,2018-01,10.34563
TUR,CPI,TOT,AGRWTH,M,2018-02,10.25913
TUR,CPI,TOT,AGRWTH,M,2018-03,10.23457
TUR,CPI,TOT,AGRWTH,M,2018-04,10.84953
TUR,CPI,TOT,AGRWTH,M,2018-05,12.14707
TUR,CPI,TOT,AGRWTH,M,2018-06,15.38511
TUR,CPI,TOT,AGRWTH,M,2018-07,15.84902
TUR,CPI,TOT,AGRWTH,M,2018-08,17.89643
TUR,CPI,TOT,AGRWTH,M,2018-09,24.51892
TUR,CPI,TOT,AGRWTH,M,2018-10,25.24032
TUR,CPI,TOT,AGRWTH,M,2018-11,21.6188
TUR,CPI,TOT,AGRWTH,M,2018-12,20.30176
TUR,CPI,TOT,AGRWTH,M,2019-01,20.35374
TUR,CPI,TOT,AGRWTH,M,2019-02,19.67164
TUR,CPI,TOT,AGRWTH,M,2019-03,19.71291
TUR,CPI,TOT,AGRWTH,M,2019-04,19.5023
TUR,CPI,TOT,AGRWTH,M,2019-05,18.7116
TUR,CPI,TOT,AGRWTH,M,2019-06,15.72012
TUR,CPI,TOT,AGRWTH,M,2019-07,16.646729999999998
TUR,CPI,TOT,AGRWTH,M,2019-08,15.00843
TUR,CPI,TOT,AGRWTH,M,2019-09,9.262102
TUR,CPI,TOT,AGRWTH,M,2019-10,8.552845
TUR,CPI,TOT,AGRWTH,M,2019-11,10.56185
TUR,CPI,TOT,AGRWTH,M,2019-12,11.83609
TUR,CPI,TOT,AGRWTH,M,2020-01,12.15364
TUR,CPI,TOT,AGRWTH,M,2020-02,12.36738
TUR,CPI,TOT,AGRWTH,M,2020-03,11.85919
TUR,CPI,TOT,AGRWTH,M,2020-04,10.9367
GBR,CPI,TOT,AGRWTH,M,2011-01,3.4
GBR,CPI,TOT,AGRWTH,M,2011-02,3.7
GBR,CPI,TOT,AGRWTH,M,2011-03,3.5
GBR,CPI,TOT,AGRWTH,M,2011-04,3.8
GBR,CPI,TOT,AGRWTH,M,2011-05,3.8
GBR,CPI,TOT,AGRWTH,M,2011-06,3.6
GBR,CPI,TOT,AGRWTH,M,2011-07,3.8
GBR,CPI,TOT,AGRWTH,M,2011-08,3.9
GBR,CPI,TOT,AGRWTH,M,2011-09,4.5
GBR,CPI,TOT,AGRWTH,M,2011-10,4.3
GBR,CPI,TOT,AGRWTH,M,2011-11,4.1
GBR,CPI,TOT,AGRWTH,M,2011-12,3.7
GBR,CPI,TOT,AGRWTH,M,2012-01,3.2
GBR,CPI,TOT,AGRWTH,M,2012-02,3.1
GBR,CPI,TOT,AGRWTH,M,2012-03,3.1
GBR,CPI,TOT,AGRWTH,M,2012-04,2.8
GBR,CPI,TOT,AGRWTH,M,2012-05,2.5
GBR,CPI,TOT,AGRWTH,M,2012-06,2.3
GBR,CPI,TOT,AGRWTH,M,2012-07,2.4
GBR,CPI,TOT,AGRWTH,M,2012-08,2.3
GBR,CPI,TOT,AGRWTH,M,2012-09,2.1
GBR,CPI,TOT,AGRWTH,M,2012-10,2.4
GBR,CPI,TOT,AGRWTH,M,2012-11,2.4
GBR,CPI,TOT,AGRWTH,M,2012-12,2.4
GBR,CPI,TOT,AGRWTH,M,2013-01,2.4
GBR,CPI,TOT,AGRWTH,M,2013-02,2.5
GBR,CPI,TOT,AGRWTH,M,2013-03,2.5
GBR,CPI,TOT,AGRWTH,M,2013-04,2.2
GBR,CPI,TOT,AGRWTH,M,2013-05,2.4
GBR,CPI,TOT,AGRWTH,M,2013-06,2.6
GBR,CPI,TOT,AGRWTH,M,2013-07,2.5
GBR,CPI,TOT,AGRWTH,M,2013-08,2.4
GBR,CPI,TOT,AGRWTH,M,2013-09,2.4
GBR,CPI,TOT,AGRWTH,M,2013-10,2.0
GBR,CPI,TOT,AGRWTH,M,2013-11,1.9
GBR,CPI,TOT,AGRWTH,M,2013-12,1.9
GBR,CPI,TOT,AGRWTH,M,2014-01,1.8
GBR,CPI,TOT,AGRWTH,M,2014-02,1.6
GBR,CPI,TOT,AGRWTH,M,2014-03,1.5
GBR,CPI,TOT,AGRWTH,M,2014-04,1.7
GBR,CPI,TOT,AGRWTH,M,2014-05,1.5
GBR,CPI,TOT,AGRWTH,M,2014-06,1.8
GBR,CPI,TOT,AGRWTH,M,2014-07,1.6
GBR,CPI,TOT,AGRWTH,M,2014-08,1.5
GBR,CPI,TOT,AGRWTH,M,2014-09,1.3
GBR,CPI,TOT,AGRWTH,M,2014-10,1.3
GBR,CPI,TOT,AGRWTH,M,2014-11,1.1
GBR,CPI,TOT,AGRWTH,M,2014-12,0.7
GBR,CPI,TOT,AGRWTH,M,2015-01,0.5
GBR,CPI,TOT,AGRWTH,M,2015-02,0.4
GBR,CPI,TOT,AGRWTH,M,2015-03,0.3
GBR,CPI,TOT,AGRWTH,M,2015-04,0.3
GBR,CPI,TOT,AGRWTH,M,2015-05,0.4
GBR,CPI,TOT,AGRWTH,M,2015-06,0.3
GBR,CPI,TOT,AGRWTH,M,2015-07,0.5
GBR,CPI,TOT,AGRWTH,M,2015-08,0.4
GBR,CPI,TOT,AGRWTH,M,2015-09,0.2
GBR,CPI,TOT,AGRWTH,M,2015-10,0.2
GBR,CPI,TOT,AGRWTH,M,2015-11,0.4
GBR,CPI,TOT,AGRWTH,M,2015-12,0.5
GBR,CPI,TOT,AGRWTH,M,2016-01,0.6
GBR,CPI,TOT,AGRWTH,M,2016-02,0.6
GBR,CPI,TOT,AGRWTH,M,2016-03,0.8
GBR,CPI,TOT,AGRWTH,M,2016-04,0.7
GBR,CPI,TOT,AGRWTH,M,2016-05,0.7
GBR,CPI,TOT,AGRWTH,M,2016-06,0.8
GBR,CPI,TOT,AGRWTH,M,2016-07,0.9
GBR,CPI,TOT,AGRWTH,M,2016-08,1.0
GBR,CPI,TOT,AGRWTH,M,2016-09,1.3
GBR,CPI,TOT,AGRWTH,M,2016-10,1.3
GBR,CPI,TOT,AGRWTH,M,2016-11,1.5
GBR,CPI,TOT,AGRWTH,M,2016-12,1.8
GBR,CPI,TOT,AGRWTH,M,2017-01,1.9
GBR,CPI,TOT,AGRWTH,M,2017-02,2.3
GBR,CPI,TOT,AGRWTH,M,2017-03,2.3
GBR,CPI,TOT,AGRWTH,M,2017-04,2.6
GBR,CPI,TOT,AGRWTH,M,2017-05,2.7
GBR,CPI,TOT,AGRWTH,M,2017-06,2.6
GBR,CPI,TOT,AGRWTH,M,2017-07,2.6
GBR,CPI,TOT,AGRWTH,M,2017-08,2.7
GBR,CPI,TOT,AGRWTH,M,2017-09,2.8
GBR,CPI,TOT,AGRWTH,M,2017-10,2.8
GBR,CPI,TOT,AGRWTH,M,2017-11,2.8
GBR,CPI,TOT,AGRWTH,M,2017-12,2.7
GBR,CPI,TOT,AGRWTH,M,2018-01,2.7
GBR,CPI,TOT,AGRWTH,M,2018-02,2.5
GBR,CPI,TOT,AGRWTH,M,2018-03,2.3
GBR,CPI,TOT,AGRWTH,M,2018-04,2.2
GBR,CPI,TOT,AGRWTH,M,2018-05,2.3
GBR,CPI,TOT,AGRWTH,M,2018-06,2.3
GBR,CPI,TOT,AGRWTH,M,2018-07,2.3
GBR,CPI,TOT,AGRWTH,M,2018-08,2.4
GBR,CPI,TOT,AGRWTH,M,2018-09,2.2
GBR,CPI,TOT,AGRWTH,M,2018-10,2.2
GBR,CPI,TOT,AGRWTH,M,2018-11,2.2
GBR,CPI,TOT,AGRWTH,M,2018-12,2.0
GBR,CPI,TOT,AGRWTH,M,2019-01,1.8
GBR,CPI,TOT,AGRWTH,M,2019-02,1.8
GBR,CPI,TOT,AGRWTH,M,2019-03,1.8
GBR,CPI,TOT,AGRWTH,M,2019-04,2.0
GBR,CPI,TOT,AGRWTH,M,2019-05,1.9
GBR,CPI,TOT,AGRWTH,M,2019-06,1.9
GBR,CPI,TOT,AGRWTH,M,2019-07,2.0
GBR,CPI,TOT,AGRWTH,M,2019-08,1.7
GBR,CPI,TOT,AGRWTH,M,2019-09,1.7
GBR,CPI,TOT,AGRWTH,M,2019-10,1.5
GBR,CPI,TOT,AGRWTH,M,2019-11,1.5
GBR,CPI,TOT,AGRWTH,M,2019-12,1.4
GBR,CPI,TOT,AGRWTH,M,2020-01,1.8
GBR,CPI,TOT,AGRWTH,M,2020-02,1.7
GBR,CPI,TOT,AGRWTH,M,2020-03,1.5
GBR,CPI,TOT,AGRWTH,M,2020-04,0.9
USA,CPI,TOT,AGRWTH,M,2011-01,1.6318469999999998
USA,CPI,TOT,AGRWTH,M,2011-02,2.107585
USA,CPI,TOT,AGRWTH,M,2011-03,2.681603
USA,CPI,TOT,AGRWTH,M,2011-04,3.163631
USA,CPI,TOT,AGRWTH,M,2011-05,3.568646
USA,CPI,TOT,AGRWTH,M,2011-06,3.558828
USA,CPI,TOT,AGRWTH,M,2011-07,3.628716
USA,CPI,TOT,AGRWTH,M,2011-08,3.771208
USA,CPI,TOT,AGRWTH,M,2011-09,3.868357
USA,CPI,TOT,AGRWTH,M,2011-10,3.5252
USA,CPI,TOT,AGRWTH,M,2011-11,3.394378
USA,CPI,TOT,AGRWTH,M,2011-12,2.962419
USA,CPI,TOT,AGRWTH,M,2012-01,2.925217
USA,CPI,TOT,AGRWTH,M,2012-02,2.871099
USA,CPI,TOT,AGRWTH,M,2012-03,2.651398
USA,CPI,TOT,AGRWTH,M,2012-04,2.30274
USA,CPI,TOT,AGRWTH,M,2012-05,1.7042540000000002
USA,CPI,TOT,AGRWTH,M,2012-06,1.663994
USA,CPI,TOT,AGRWTH,M,2012-07,1.408451
USA,CPI,TOT,AGRWTH,M,2012-08,1.692379
USA,CPI,TOT,AGRWTH,M,2012-09,1.991282
USA,CPI,TOT,AGRWTH,M,2012-10,2.162344
USA,CPI,TOT,AGRWTH,M,2012-11,1.764134
USA,CPI,TOT,AGRWTH,M,2012-12,1.741022
USA,CPI,TOT,AGRWTH,M,2013-01,1.594865
USA,CPI,TOT,AGRWTH,M,2013-02,1.977924
USA,CPI,TOT,AGRWTH,M,2013-03,1.473896
USA,CPI,TOT,AGRWTH,M,2013-04,1.063085
USA,CPI,TOT,AGRWTH,M,2013-05,1.361965
USA,CPI,TOT,AGRWTH,M,2013-06,1.754417
USA,CPI,TOT,AGRWTH,M,2013-07,1.960682
USA,CPI,TOT,AGRWTH,M,2013-08,1.518368
USA,CPI,TOT,AGRWTH,M,2013-09,1.184925
USA,CPI,TOT,AGRWTH,M,2013-10,0.9636127
USA,CPI,TOT,AGRWTH,M,2013-11,1.237072
USA,CPI,TOT,AGRWTH,M,2013-12,1.501736
USA,CPI,TOT,AGRWTH,M,2014-01,1.578947
USA,CPI,TOT,AGRWTH,M,2014-02,1.126349
USA,CPI,TOT,AGRWTH,M,2014-03,1.512203
USA,CPI,TOT,AGRWTH,M,2014-04,1.952858
USA,CPI,TOT,AGRWTH,M,2014-05,2.127111
USA,CPI,TOT,AGRWTH,M,2014-06,2.072341
USA,CPI,TOT,AGRWTH,M,2014-07,1.992329
USA,CPI,TOT,AGRWTH,M,2014-08,1.699611
USA,CPI,TOT,AGRWTH,M,2014-09,1.657919
USA,CPI,TOT,AGRWTH,M,2014-10,1.6643400000000002
USA,CPI,TOT,AGRWTH,M,2014-11,1.322355
USA,CPI,TOT,AGRWTH,M,2014-12,0.7564933
USA,CPI,TOT,AGRWTH,M,2015-01,-0.08934832
USA,CPI,TOT,AGRWTH,M,2015-02,-0.0251298
USA,CPI,TOT,AGRWTH,M,2015-03,-0.07363739
USA,CPI,TOT,AGRWTH,M,2015-04,-0.1995174
USA,CPI,TOT,AGRWTH,M,2015-05,-0.03993275
USA,CPI,TOT,AGRWTH,M,2015-06,0.1237712
USA,CPI,TOT,AGRWTH,M,2015-07,0.1695698
USA,CPI,TOT,AGRWTH,M,2015-08,0.1950793
USA,CPI,TOT,AGRWTH,M,2015-09,-0.03612975
USA,CPI,TOT,AGRWTH,M,2015-10,0.1705744
USA,CPI,TOT,AGRWTH,M,2015-11,0.5017976
USA,CPI,TOT,AGRWTH,M,2015-12,0.7295198
USA,CPI,TOT,AGRWTH,M,2016-01,1.3730870000000002
USA,CPI,TOT,AGRWTH,M,2016-02,1.0178
USA,CPI,TOT,AGRWTH,M,2016-03,0.8525362
USA,CPI,TOT,AGRWTH,M,2016-04,1.12511
USA,CPI,TOT,AGRWTH,M,2016-05,1.019323
USA,CPI,TOT,AGRWTH,M,2016-06,0.9973265
USA,CPI,TOT,AGRWTH,M,2016-07,0.8271388000000001
USA,CPI,TOT,AGRWTH,M,2016-08,1.062875
USA,CPI,TOT,AGRWTH,M,2016-09,1.463784
USA,CPI,TOT,AGRWTH,M,2016-10,1.635988
USA,CPI,TOT,AGRWTH,M,2016-11,1.692537
USA,CPI,TOT,AGRWTH,M,2016-12,2.074622
USA,CPI,TOT,AGRWTH,M,2017-01,2.500042
USA,CPI,TOT,AGRWTH,M,2017-02,2.7379580000000003
USA,CPI,TOT,AGRWTH,M,2017-03,2.380612
USA,CPI,TOT,AGRWTH,M,2017-04,2.1996900000000004
USA,CPI,TOT,AGRWTH,M,2017-05,1.874878
USA,CPI,TOT,AGRWTH,M,2017-06,1.6334879999999998
USA,CPI,TOT,AGRWTH,M,2017-07,1.7279779999999998
USA,CPI,TOT,AGRWTH,M,2017-08,1.938974
USA,CPI,TOT,AGRWTH,M,2017-09,2.232964
USA,CPI,TOT,AGRWTH,M,2017-10,2.041129
USA,CPI,TOT,AGRWTH,M,2017-11,2.202583
USA,CPI,TOT,AGRWTH,M,2017-12,2.109082
USA,CPI,TOT,AGRWTH,M,2018-01,2.070508
USA,CPI,TOT,AGRWTH,M,2018-02,2.211795
USA,CPI,TOT,AGRWTH,M,2018-03,2.359711
USA,CPI,TOT,AGRWTH,M,2018-04,2.462744
USA,CPI,TOT,AGRWTH,M,2018-05,2.801012
USA,CPI,TOT,AGRWTH,M,2018-06,2.871548
USA,CPI,TOT,AGRWTH,M,2018-07,2.9495150000000003
USA,CPI,TOT,AGRWTH,M,2018-08,2.69918
USA,CPI,TOT,AGRWTH,M,2018-09,2.276972
USA,CPI,TOT,AGRWTH,M,2018-10,2.52247
USA,CPI,TOT,AGRWTH,M,2018-11,2.176601
USA,CPI,TOT,AGRWTH,M,2018-12,1.910159
USA,CPI,TOT,AGRWTH,M,2019-01,1.551235
USA,CPI,TOT,AGRWTH,M,2019-02,1.520135
USA,CPI,TOT,AGRWTH,M,2019-03,1.862523
USA,CPI,TOT,AGRWTH,M,2019-04,1.99644
USA,CPI,TOT,AGRWTH,M,2019-05,1.790228
USA,CPI,TOT,AGRWTH,M,2019-06,1.6484849999999998
USA,CPI,TOT,AGRWTH,M,2019-07,1.811465
USA,CPI,TOT,AGRWTH,M,2019-08,1.74978
USA,CPI,TOT,AGRWTH,M,2019-09,1.711305
USA,CPI,TOT,AGRWTH,M,2019-10,1.764043
USA,CPI,TOT,AGRWTH,M,2019-11,2.051278
USA,CPI,TOT,AGRWTH,M,2019-12,2.28513
USA,CPI,TOT,AGRWTH,M,2020-01,2.486572
USA,CPI,TOT,AGRWTH,M,2020-02,2.334874
USA,CPI,TOT,AGRWTH,M,2020-03,1.539327
USA,CPI,TOT,AGRWTH,M,2020-04,0.3290967
BRA,CPI,TOT,AGRWTH,M,2011-01,5.992987
BRA,CPI,TOT,AGRWTH,M,2011-02,6.014171
BRA,CPI,TOT,AGRWTH,M,2011-03,6.298987
BRA,CPI,TOT,AGRWTH,M,2011-04,6.510257
BRA,CPI,TOT,AGRWTH,M,2011-05,6.552782
BRA,CPI,TOT,AGRWTH,M,2011-06,6.712551
BRA,CPI,TOT,AGRWTH,M,2011-07,6.872599
BRA,CPI,TOT,AGRWTH,M,2011-08,7.225225999999998
BRA,CPI,TOT,AGRWTH,M,2011-09,7.310902
BRA,CPI,TOT,AGRWTH,M,2011-10,6.970099
BRA,CPI,TOT,AGRWTH,M,2011-11,6.641309
BRA,CPI,TOT,AGRWTH,M,2011-12,6.503353
BRA,CPI,TOT,AGRWTH,M,2012-01,6.2179980000000015
BRA,CPI,TOT,AGRWTH,M,2012-02,5.849086
BRA,CPI,TOT,AGRWTH,M,2012-03,5.239992
BRA,CPI,TOT,AGRWTH,M,2012-04,5.104166
BRA,CPI,TOT,AGRWTH,M,2012-05,4.988867
BRA,CPI,TOT,AGRWTH,M,2012-06,4.915425
BRA,CPI,TOT,AGRWTH,M,2012-07,5.198414
BRA,CPI,TOT,AGRWTH,M,2012-08,5.240384
BRA,CPI,TOT,AGRWTH,M,2012-09,5.282203
BRA,CPI,TOT,AGRWTH,M,2012-10,5.449829
BRA,CPI,TOT,AGRWTH,M,2012-11,5.533837
BRA,CPI,TOT,AGRWTH,M,2012-12,5.838595
BRA,CPI,TOT,AGRWTH,M,2013-01,6.154336
BRA,CPI,TOT,AGRWTH,M,2013-02,6.312915
BRA,CPI,TOT,AGRWTH,M,2013-03,6.5887660000000015
BRA,CPI,TOT,AGRWTH,M,2013-04,6.493514
BRA,CPI,TOT,AGRWTH,M,2013-05,6.504135
BRA,CPI,TOT,AGRWTH,M,2013-06,6.695916
BRA,CPI,TOT,AGRWTH,M,2013-07,6.270692
BRA,CPI,TOT,AGRWTH,M,2013-08,6.090762000000002
BRA,CPI,TOT,AGRWTH,M,2013-09,5.858621
BRA,CPI,TOT,AGRWTH,M,2013-10,5.837485
BRA,CPI,TOT,AGRWTH,M,2013-11,5.774407
BRA,CPI,TOT,AGRWTH,M,2013-12,5.9106830000000015
BRA,CPI,TOT,AGRWTH,M,2014-01,5.585065
BRA,CPI,TOT,AGRWTH,M,2014-02,5.679518
BRA,CPI,TOT,AGRWTH,M,2014-03,6.152891
BRA,CPI,TOT,AGRWTH,M,2014-04,6.279552
BRA,CPI,TOT,AGRWTH,M,2014-05,6.3748559999999985
BRA,CPI,TOT,AGRWTH,M,2014-06,6.523283
BRA,CPI,TOT,AGRWTH,M,2014-07,6.502234
BRA,CPI,TOT,AGRWTH,M,2014-08,6.51297
BRA,CPI,TOT,AGRWTH,M,2014-09,6.746474
BRA,CPI,TOT,AGRWTH,M,2014-10,6.58724
BRA,CPI,TOT,AGRWTH,M,2014-11,6.555291
BRA,CPI,TOT,AGRWTH,M,2014-12,6.407471
BRA,CPI,TOT,AGRWTH,M,2015-01,7.137737
BRA,CPI,TOT,AGRWTH,M,2015-02,7.701587
BRA,CPI,TOT,AGRWTH,M,2015-03,8.128505
BRA,CPI,TOT,AGRWTH,M,2015-04,8.171486999999999
BRA,CPI,TOT,AGRWTH,M,2015-05,8.472942
BRA,CPI,TOT,AGRWTH,M,2015-06,8.89443
BRA,CPI,TOT,AGRWTH,M,2015-07,9.558393
BRA,CPI,TOT,AGRWTH,M,2015-08,9.525477
BRA,CPI,TOT,AGRWTH,M,2015-09,9.492789
BRA,CPI,TOT,AGRWTH,M,2015-10,9.928892
BRA,CPI,TOT,AGRWTH,M,2015-11,10.47577
BRA,CPI,TOT,AGRWTH,M,2015-12,10.67303
BRA,CPI,TOT,AGRWTH,M,2016-01,10.7058
BRA,CPI,TOT,AGRWTH,M,2016-02,10.35588
BRA,CPI,TOT,AGRWTH,M,2016-03,9.386373
BRA,CPI,TOT,AGRWTH,M,2016-04,9.277795
BRA,CPI,TOT,AGRWTH,M,2016-05,9.32119
BRA,CPI,TOT,AGRWTH,M,2016-06,8.843747
BRA,CPI,TOT,AGRWTH,M,2016-07,8.735771000000002
BRA,CPI,TOT,AGRWTH,M,2016-08,8.974497999999997
BRA,CPI,TOT,AGRWTH,M,2016-09,8.475968
BRA,CPI,TOT,AGRWTH,M,2016-10,7.873671000000001
BRA,CPI,TOT,AGRWTH,M,2016-11,6.987383
BRA,CPI,TOT,AGRWTH,M,2016-12,6.287988
BRA,CPI,TOT,AGRWTH,M,2017-01,5.354015
BRA,CPI,TOT,AGRWTH,M,2017-02,4.758907
BRA,CPI,TOT,AGRWTH,M,2017-03,4.571105
BRA,CPI,TOT,AGRWTH,M,2017-04,4.082517
BRA,CPI,TOT,AGRWTH,M,2017-05,3.597256
BRA,CPI,TOT,AGRWTH,M,2017-06,2.998557
BRA,CPI,TOT,AGRWTH,M,2017-07,2.711626
BRA,CPI,TOT,AGRWTH,M,2017-08,2.455909
BRA,CPI,TOT,AGRWTH,M,2017-09,2.537691
BRA,CPI,TOT,AGRWTH,M,2017-10,2.701321
BRA,CPI,TOT,AGRWTH,M,2017-11,2.803785
BRA,CPI,TOT,AGRWTH,M,2017-12,2.947421
BRA,CPI,TOT,AGRWTH,M,2018-01,2.855116
BRA,CPI,TOT,AGRWTH,M,2018-02,2.844894
BRA,CPI,TOT,AGRWTH,M,2018-03,2.680803
BRA,CPI,TOT,AGRWTH,M,2018-04,2.762797
BRA,CPI,TOT,AGRWTH,M,2018-05,2.855013
BRA,CPI,TOT,AGRWTH,M,2018-06,4.391104
BRA,CPI,TOT,AGRWTH,M,2018-07,4.484844
BRA,CPI,TOT,AGRWTH,M,2018-08,4.193016
BRA,CPI,TOT,AGRWTH,M,2018-09,4.525976
BRA,CPI,TOT,AGRWTH,M,2018-10,4.557029
BRA,CPI,TOT,AGRWTH,M,2018-11,4.046031
BRA,CPI,TOT,AGRWTH,M,2018-12,3.745581
BRA,CPI,TOT,AGRWTH,M,2019-01,3.776528
BRA,CPI,TOT,AGRWTH,M,2019-02,3.890225
BRA,CPI,TOT,AGRWTH,M,2019-03,4.575284
BRA,CPI,TOT,AGRWTH,M,2019-04,4.940506
BRA,CPI,TOT,AGRWTH,M,2019-05,4.658258
BRA,CPI,TOT,AGRWTH,M,2019-06,3.366267
BRA,CPI,TOT,AGRWTH,M,2019-07,3.22202
BRA,CPI,TOT,AGRWTH,M,2019-08,3.4286160000000003
BRA,CPI,TOT,AGRWTH,M,2019-09,2.893425
BRA,CPI,TOT,AGRWTH,M,2019-10,2.535029
BRA,CPI,TOT,AGRWTH,M,2019-11,3.274906
BRA,CPI,TOT,AGRWTH,M,2019-12,4.306151
BRA,CPI,TOT,AGRWTH,M,2020-01,4.191771
BRA,CPI,TOT,AGRWTH,M,2020-02,4.005114
BRA,CPI,TOT,AGRWTH,M,2020-03,3.3031580000000003
BRA,CPI,TOT,AGRWTH,M,2020-04,2.399279
CHL,CPI,TOT,AGRWTH,M,2011-01,2.720377
CHL,CPI,TOT,AGRWTH,M,2011-02,2.673797
CHL,CPI,TOT,AGRWTH,M,2011-03,3.3620019999999995
CHL,CPI,TOT,AGRWTH,M,2011-04,3.217019
CHL,CPI,TOT,AGRWTH,M,2011-05,3.257077
CHL,CPI,TOT,AGRWTH,M,2011-06,3.438025
CHL,CPI,TOT,AGRWTH,M,2011-07,2.902273
CHL,CPI,TOT,AGRWTH,M,2011-08,3.175215
CHL,CPI,TOT,AGRWTH,M,2011-09,3.277849
CHL,CPI,TOT,AGRWTH,M,2011-10,3.671016
CHL,CPI,TOT,AGRWTH,M,2011-11,3.937109
CHL,CPI,TOT,AGRWTH,M,2011-12,4.429976
CHL,CPI,TOT,AGRWTH,M,2012-01,4.239878
CHL,CPI,TOT,AGRWTH,M,2012-02,4.408029
CHL,CPI,TOT,AGRWTH,M,2012-03,3.794755
CHL,CPI,TOT,AGRWTH,M,2012-04,3.518914
CHL,CPI,TOT,AGRWTH,M,2012-05,3.129303
CHL,CPI,TOT,AGRWTH,M,2012-06,2.649007
CHL,CPI,TOT,AGRWTH,M,2012-07,2.508424
CHL,CPI,TOT,AGRWTH,M,2012-08,2.5666580000000003
CHL,CPI,TOT,AGRWTH,M,2012-09,2.839078
CHL,CPI,TOT,AGRWTH,M,2012-10,2.924121
CHL,CPI,TOT,AGRWTH,M,2012-11,2.12766
CHL,CPI,TOT,AGRWTH,M,2012-12,1.491443
CHL,CPI,TOT,AGRWTH,M,2013-01,1.587883
CHL,CPI,TOT,AGRWTH,M,2013-02,1.301862
CHL,CPI,TOT,AGRWTH,M,2013-03,1.51828
CHL,CPI,TOT,AGRWTH,M,2013-04,0.9833677
